 [-0.1328962484942835,  -1.4154184500323694,  1.6864228248596191,  -0.8227227369891565,  1.602813720703125,  0.1458394080400467] ,
 [-0.07630950609316045,  -1.4046629110919397,  1.6636672019958496,  -0.8122876326190394,  1.6508734226226807,  0.11599157005548477] ,
 [-0.03644782701601201,  -1.3950932661639612,  1.6451001167297363,  -0.805342976246969,  1.6846832036972046,  0.09497161209583282] ,
 [-0.028978649769918263,  -1.441277805958883,  1.7405366897583008,  -0.8550227324115198,  1.6912071704864502,  0.09105539321899414] ,
 [-0.04189426103700811,  -1.3520239035235804,  1.5564484596252441,  -0.7594040075885218,  1.6800658702850342,  0.09791786223649979] ,
 [-0.09038716951479131,  -1.3633416334735315,  1.5791821479797363,  -0.7686880270587366,  1.6389278173446655,  0.12360941618680954] ,
 [-0.16920644441713506,  -1.3764212767230433,  1.6098613739013672,  -0.7849405447589319,  1.5716753005981445,  0.16481231153011322] ,
 [-0.22296315828432256,  -1.3812716642962855,  1.6260161399841309,  -0.7966831366168421,  1.5259015560150146,  0.19314077496528625] ,
 [-0.25517017046083623,  -1.3825653235064905,  1.6335420608520508,  -0.8039878050433558,  1.4987307786941528,  0.20991045236587524] ,
 [-0.2624858061419886,  -1.4603341261493128,  1.7903037071228027,  -0.8832324186908167,  1.492384672164917,  0.21367162466049194] ,
 [-0.1245043913470667,  -1.4478772322284144,  1.7517814636230469,  -0.8556464354144495,  1.609902024269104,  0.14150336384773254] ,
 [-0.12182313600649053,  -1.4931295553790491,  1.8439669609069824,  -0.9023984114276331,  1.612204909324646,  0.13993418216705322] ,
 [-0.07104236284364873,  -1.4837268034564417,  1.8253912925720215,  -0.8948662916766565,  1.655358910560608,  0.11330860108137131] ,
 [-0.19855052629579717,  -1.4385350386248987,  1.7970476150512695,  -0.909558121358053,  1.5467852354049683,  0.18016783893108368] ,
